merchant_id,city,pincode,store_type,industry,income_level,foot_traffic,rent_pct_revenue,weather_preference,avg_txn_value,daily_txn_count,refund_rate,store_size_sqft
C10112,Mumbai,400028,Standalone,Fashion,47314.13,165.07,0.1821,Sunny Boost,1167.58,24,0.0631,7563
C10113,Delhi,400084,Street Front,Restaurant,82209.44,268.74,0.0618,None,484.04,54,0.0217,540
C10114,Delhi,400084,Street Front,Restaurant,82646.69,290.85,0.0608,None,471.68,60,0.0289,556
C10115,Delhi,400084,Street Front,Restaurant,82566.13,264.65,0.071,None,460.11,67,0.0279,568
C10116,Hyderabad,400019,Street Front,Retail,70961.13,315.66,0.1588,Rain Boost,162.45,79,0.0318,869
C10117,Hyderabad,400019,Street Front,Retail,73346.81,320.32,0.1487,Rain Boost,164.56,103,0.0279,920
C10118,Hyderabad,400019,Street Front,Retail,73921.37,288.74,0.1489,Rain Boost,163.85,84,0.0304,1092
C10119,Chennai,400069,Street Front,Fashion,53088.69,173.55,0.1725,None,2015.98,31,0.0698,1728
C10120,Chennai,400069,Street Front,Fashion,51355.18,165.93,0.1736,None,1792.89,25,0.0749,1669
C10121,Chennai,400069,Street Front,Fashion,50242.85,169.11,0.1691,None,1822.66,24,0.0689,1578
C10122,Chennai,400069,Street Front,Fashion,51199.79,162.97,0.1938,None,1839.73,29,0.0699,1512
C10123,Hyderabad,400075,Street Front,Restaurant,58708.17,28.6,0.2073,Rain Boost,573.09,45,0.0172,2297
C10124,Hyderabad,400075,Street Front,Restaurant,55537.56,27.76,0.215,Rain Boost,549.07,42,0.0174,2421
C10125,Hyderabad,400075,Street Front,Restaurant,55129.0,27.62,0.2253,Rain Boost,557.02,36,0.0194,2024
C10126,Hyderabad,400075,Street Front,Restaurant,55734.55,26.38,0.2391,Rain Boost,534.1,38,0.0151,2166
C10127,Hyderabad,400075,Street Front,Restaurant,59024.92,27.85,0.2286,Rain Boost,520.82,45,0.0154,1984
C10128,Hyderabad,400075,Street Front,Restaurant,53606.16,26.04,0.2384,Rain Boost,529.0,42,0.0208,2185
C10129,Delhi,400066,Street Front,Retail,79936.81,239.98,0.0908,Rain Boost,297.59,105,0.0271,1075
C10130,Delhi,400066,Street Front,Retail,80932.43,232.69,0.0958,Rain Boost,295.86,80,0.0374,918
C10131,Delhi,400066,Street Front,Retail,76848.51,222.33,0.0928,Rain Boost,293.94,75,0.0298,942
C10132,Delhi,400066,Street Front,Retail,81539.16,244.76,0.0892,Rain Boost,322.71,100,0.0305,1110
C10133,Delhi,400066,Street Front,Retail,78093.79,223.07,0.0965,Rain Boost,326.88,91,0.032,1062
C10134,Delhi,400066,Street Front,Retail,75283.72,214.63,0.1018,Rain Boost,333.31,90,0.0365,968
C10135,Delhi,400066,Street Front,Retail,81655.79,231.08,0.104,Rain Boost,291.35,76,0.0298,1046
C10136,Mumbai,400020,Standalone,Retail,65698.0,221.83,0.082,None,407.66,37,0.0866,4173
C10137,Mumbai,400020,Standalone,Retail,62200.09,190.69,0.0813,None,372.44,27,0.0825,4749
C10138,Mumbai,400020,Standalone,Retail,63783.95,210.93,0.0866,None,383.91,37,0.0847,3676
C10139,Mumbai,400020,Standalone,Retail,65983.7,196.01,0.08,None,390.85,28,0.0913,4521
C10140,Mumbai,400020,Standalone,Retail,62132.53,218.89,0.0962,None,377.08,26,0.1043,3843
C10141,Mumbai,400020,Standalone,Retail,62413.79,218.77,0.08,None,352.94,27,0.0802,4181
C10142,Mumbai,400020,Standalone,Retail,63747.79,215.89,0.0882,None,417.9,36,0.0911,4077
C10143,Hyderabad,400077,Mall,Restaurant,62966.17,180.97,0.2346,Sunny Boost,445.08,55,0.0323,2619
C10144,Hyderabad,400077,Mall,Restaurant,63690.96,166.42,0.2096,Sunny Boost,435.39,45,0.0356,2639
C10145,Hyderabad,400077,Mall,Restaurant,60696.84,174.6,0.2412,Sunny Boost,383.16,57,0.0326,2669
C10146,Hyderabad,400077,Mall,Restaurant,64116.03,182.45,0.2354,Sunny Boost,451.11,56,0.0311,2152
C10147,Hyderabad,400077,Mall,Restaurant,65324.58,183.25,0.2147,Sunny Boost,412.17,49,0.0342,2370
C10148,Hyderabad,400077,Mall,Restaurant,66715.49,194.7,0.2121,Sunny Boost,409.79,63,0.0426,2586
C10149,Hyderabad,400077,Mall,Restaurant,60864.7,198.93,0.2185,Sunny Boost,407.98,51,0.0418,2548
C10150,Chennai,400060,Standalone,Restaurant,23119.47,279.02,0.2562,None,296.64,63,0.0284,2821
C10151,Chennai,400060,Standalone,Restaurant,21224.92,295.68,0.2456,None,333.18,63,0.0261,3490
C10152,Chennai,400060,Standalone,Restaurant,22002.83,279.66,0.2614,None,279.58,52,0.032,3651
C10153,Chennai,400060,Standalone,Restaurant,22057.43,284.6,0.2537,None,330.39,72,0.03,2785
C10154,Mumbai,400088,Standalone,Retail,64395.46,308.52,0.0973,None,96.96,35,0.0467,1118
C10155,Mumbai,400088,Standalone,Retail,67545.66,301.19,0.0955,None,100.92,36,0.0411,1000
C10156,Mumbai,400088,Standalone,Retail,68895.55,298.73,0.0965,None,117.28,48,0.036,1246
C10157,Mumbai,400088,Standalone,Retail,64676.98,317.83,0.0897,None,113.92,45,0.0335,1115
C10158,Chennai,400097,Street Front,Fashion,60157.35,313.53,0.2275,Sunny Boost,1492.53,23,0.0279,799
C10159,Chennai,400097,Street Front,Fashion,60422.82,310.7,0.2092,Sunny Boost,1333.71,29,0.0344,810
C10160,Chennai,400097,Street Front,Fashion,63077.27,292.13,0.2058,Sunny Boost,1517.95,22,0.0384,692
C10161,Chennai,400097,Street Front,Fashion,61793.13,301.96,0.2026,Sunny Boost,1424.55,27,0.0292,844
C10162,Chennai,400097,Street Front,Fashion,59399.58,279.69,0.216,Sunny Boost,1357.11,29,0.0321,861
C10163,Mumbai,400038,Street Front,Retail,30008.23,156.88,0.1015,Sunny Boost,492.38,73,0.0926,2679
C10164,Mumbai,400038,Street Front,Retail,28705.85,152.59,0.1085,Sunny Boost,458.14,78,0.0726,2186
C10165,Mumbai,400038,Street Front,Retail,29614.17,152.78,0.1011,Sunny Boost,481.88,89,0.0796,2252
C10166,Mumbai,400093,Standalone,Restaurant,70512.35,253.82,0.1605,None,749.08,52,0.018,6337
C10167,Mumbai,400093,Standalone,Restaurant,69886.94,253.91,0.1496,None,806.59,57,0.0191,7431
C10168,Mumbai,400093,Standalone,Restaurant,70051.39,224.22,0.1396,None,710.59,49,0.0188,7790
C10169,Delhi,400065,Mall,Fashion,35155.4,263.16,0.059,Sunny Boost,811.55,18,0.1242,3931
C10170,Delhi,400065,Mall,Fashion,36276.33,244.39,0.0548,Sunny Boost,935.96,17,0.1267,4036
C10171,Delhi,400065,Mall,Fashion,36040.06,249.56,0.057,Sunny Boost,914.23,16,0.1322,4209
C10172,Delhi,400065,Mall,Fashion,35626.93,261.61,0.0508,Sunny Boost,982.29,18,0.1608,4196
C10173,Delhi,400065,Mall,Fashion,36626.27,282.71,0.0575,Sunny Boost,848.6,19,0.1174,3684
C10174,Delhi,400065,Mall,Fashion,34410.8,278.38,0.0603,Sunny Boost,837.42,22,0.1421,4210
C10175,Delhi,400065,Mall,Fashion,35787.83,294.15,0.0512,Sunny Boost,938.93,24,0.1254,4155
C10176,Chennai,400078,Mall,Retail,46001.34,269.58,0.2299,Sunny Boost,511.59,107,0.0417,3823
C10177,Chennai,400078,Mall,Retail,50243.34,262.2,0.2497,Sunny Boost,488.36,91,0.0365,3433
C10178,Chennai,400078,Mall,Retail,45764.95,229.52,0.2299,Sunny Boost,531.89,107,0.0417,3530
C10179,Chennai,400078,Mall,Retail,45795.63,240.88,0.2211,Sunny Boost,482.17,107,0.0371,3417
C10180,Chennai,400078,Mall,Retail,50423.77,245.33,0.2398,Sunny Boost,470.06,83,0.0418,4380
C10181,Chennai,400078,Mall,Retail,45954.95,257.85,0.2463,Sunny Boost,469.31,79,0.0428,3786
C10182,Chennai,400078,Mall,Retail,46870.94,263.53,0.2457,Sunny Boost,473.94,102,0.0313,3526
C10183,Delhi,400070,Standalone,Retail,41802.52,156.82,0.1399,None,293.82,80,0.0656,3206
C10184,Delhi,400070,Standalone,Retail,42787.99,146.15,0.1427,None,303.23,85,0.0716,2710
C10185,Delhi,400070,Standalone,Retail,42292.0,144.8,0.1478,None,300.21,73,0.0654,2710
C10186,Delhi,400070,Standalone,Retail,41708.6,144.3,0.1348,None,345.96,90,0.06,3026
C10187,Delhi,400070,Standalone,Retail,42289.38,147.89,0.146,None,321.73,71,0.0855,2983
C10188,Delhi,400070,Standalone,Retail,40910.49,151.82,0.1459,None,332.46,84,0.0599,2653
C10189,Delhi,400070,Standalone,Retail,39489.41,138.19,0.1547,None,341.2,73,0.0656,3082
C10190,Bangalore,400063,Mall,Retail,38383.18,213.3,0.1817,Sunny Boost,251.23,48,0.033,3765
C10191,Bangalore,400063,Mall,Retail,35942.74,206.15,0.1833,Sunny Boost,246.02,46,0.0343,3558
C10192,Bangalore,400063,Mall,Retail,36525.63,197.93,0.1622,Sunny Boost,241.11,53,0.0306,3250
C10193,Bangalore,400063,Mall,Retail,36052.67,216.77,0.1625,Sunny Boost,236.48,61,0.0333,4141
C10194,Bangalore,400063,Mall,Retail,35515.08,215.54,0.1683,Sunny Boost,244.44,54,0.0374,4141
C10195,Bangalore,400063,Mall,Retail,35027.69,205.01,0.181,Sunny Boost,227.34,56,0.038,4056
C10196,Bangalore,400063,Mall,Retail,38053.37,194.64,0.1813,Sunny Boost,234.36,62,0.0434,3500
C10197,Bangalore,400031,Mall,Retail,64094.26,157.29,0.0832,None,263.5,94,0.0939,3527
C10198,Bangalore,400031,Mall,Retail,63415.84,175.94,0.0833,None,249.81,63,0.0901,3151
C10199,Bangalore,400031,Mall,Retail,65260.4,169.93,0.0806,None,280.31,69,0.1006,3405
C10200,Mumbai,400011,Standalone,Restaurant,49121.77,277.7,0.1617,Rain Boost,470.98,28,0.0353,5824
C10201,Mumbai,400011,Standalone,Restaurant,51462.23,256.86,0.1625,Rain Boost,413.7,22,0.0318,6195
C10202,Mumbai,400011,Standalone,Restaurant,50748.0,273.46,0.1595,Rain Boost,409.07,28,0.0371,6376
C10203,Mumbai,400011,Standalone,Restaurant,48376.57,251.37,0.1354,Rain Boost,414.54,21,0.0417,6095
C10204,Mumbai,400011,Standalone,Restaurant,48206.99,238.95,0.1455,Rain Boost,406.96,28,0.0456,6415
C10205,Chennai,400099,Mall,Retail,55828.69,228.09,0.1239,None,334.38,73,0.0551,3883
C10206,Chennai,400099,Mall,Retail,54397.59,214.9,0.1085,None,380.98,72,0.0604,3517
C10207,Chennai,400099,Mall,Retail,52844.77,232.58,0.1084,None,365.89,91,0.0529,3490
C10208,Chennai,400099,Mall,Retail,52307.98,227.55,0.1127,None,335.03,87,0.0606,4014
C10209,Chennai,400099,Mall,Retail,55959.76,221.96,0.113,None,387.54,89,0.0419,3927
C10210,Chennai,400099,Mall,Retail,54573.84,214.06,0.1081,None,352.69,91,0.0439,3297
C10211,Chennai,400099,Mall,Retail,54010.5,203.72,0.1129,None,332.84,79,0.0478,3834
C10212,Hyderabad,400071,Mall,Restaurant,22779.56,217.83,0.1847,None,298.68,39,0.0281,2610
C10213,Hyderabad,400071,Mall,Restaurant,23008.45,214.56,0.1779,None,329.23,38,0.0223,2570
C10214,Hyderabad,400071,Mall,Restaurant,23145.61,235.7,0.169,None,337.57,30,0.0217,2162
C10215,Hyderabad,400071,Mall,Restaurant,22072.18,233.76,0.1541,None,351.3,28,0.0288,2824
C10216,Hyderabad,400071,Mall,Restaurant,22395.86,210.19,0.1833,None,324.85,29,0.0228,2473
C10217,Hyderabad,400071,Mall,Restaurant,22319.09,213.05,0.1778,None,346.08,35,0.0261,2870
C10218,Chennai,400055,Mall,Fashion,50996.13,127.9,0.1865,None,3186.98,16,0.0341,3567
C10219,Chennai,400055,Mall,Fashion,49129.61,119.0,0.2232,None,2842.77,15,0.0254,3656
C10220,Chennai,400055,Mall,Fashion,49846.47,117.26,0.2047,None,2913.05,14,0.0325,3279
C10221,Chennai,400055,Mall,Fashion,48966.53,120.55,0.2163,None,2635.68,14,0.0253,3934
C10222,Chennai,400055,Mall,Fashion,50439.35,114.27,0.2088,None,2930.96,14,0.0365,3404
C10223,Chennai,400055,Mall,Fashion,50931.31,129.6,0.2241,None,2833.05,16,0.0358,3425
C10224,Delhi,400092,Street Front,Restaurant,52749.5,161.0,0.1615,None,958.04,59,0.0221,629
C10225,Delhi,400092,Street Front,Restaurant,48157.33,158.6,0.1439,None,1042.06,72,0.0258,619
C10226,Delhi,400092,Street Front,Restaurant,48729.67,150.8,0.1567,None,892.46,63,0.0246,641
C10227,Delhi,400092,Street Front,Restaurant,48509.29,141.43,0.1535,None,904.5,59,0.0252,756
C10228,Delhi,400092,Street Front,Restaurant,51158.29,139.26,0.1624,None,1011.68,65,0.0216,750
C10229,Delhi,400092,Street Front,Restaurant,48760.43,166.82,0.1444,None,1000.71,70,0.025,674
C10230,Delhi,400092,Street Front,Restaurant,49644.77,153.96,0.1605,None,908.63,49,0.0222,576
C10231,Bangalore,400057,Standalone,Restaurant,41342.41,237.2,0.1347,Rain Boost,504.9,39,0.0479,7816
C10232,Bangalore,400057,Standalone,Restaurant,41522.82,264.36,0.1303,Rain Boost,466.46,37,0.0493,6824
C10233,Bangalore,400057,Standalone,Restaurant,38465.76,279.91,0.1244,Rain Boost,470.86,46,0.0535,6794
C10234,Bangalore,400057,Standalone,Restaurant,40120.01,242.3,0.1418,Rain Boost,430.65,43,0.049,6104
C10235,Bangalore,400057,Standalone,Restaurant,40142.28,253.38,0.1242,Rain Boost,500.51,53,0.0454,6827
C10236,Bangalore,400057,Standalone,Restaurant,41464.3,261.28,0.1472,Rain Boost,503.35,46,0.0408,7240
C10237,Bangalore,400057,Standalone,Restaurant,41964.76,245.57,0.151,Rain Boost,481.28,37,0.042,7137
C10238,Delhi,400029,Mall,Restaurant,56929.9,242.88,0.1192,Rain Boost,918.87,53,0.0162,2025
C10239,Delhi,400029,Mall,Restaurant,55364.74,284.36,0.1269,Rain Boost,932.85,60,0.0232,2100
C10240,Delhi,400029,Mall,Restaurant,56356.56,284.63,0.1289,Rain Boost,960.02,74,0.0239,1816
C10241,Delhi,400029,Mall,Restaurant,57884.05,262.77,0.1387,Rain Boost,910.62,67,0.0172,2069
C10242,Delhi,400029,Mall,Restaurant,55816.61,237.54,0.1276,Rain Boost,929.45,60,0.0181,1751
C10243,Delhi,400029,Mall,Restaurant,58038.1,241.79,0.1303,Rain Boost,1028.4,67,0.0188,1952
C10244,Delhi,400029,Mall,Restaurant,59764.47,267.03,0.1336,Rain Boost,938.56,63,0.024,1949
C10245,Chennai,400071,Mall,Fashion,78094.69,246.94,0.1686,Rain Boost,2026.14,12,0.1135,4258
C10246,Chennai,400071,Mall,Fashion,72948.21,239.58,0.1838,Rain Boost,1975.12,13,0.0978,3593
C10247,Chennai,400071,Mall,Fashion,80073.45,248.86,0.1825,Rain Boost,2006.75,13,0.081,3637
C10248,Chennai,400071,Mall,Fashion,76416.17,229.38,0.1843,Rain Boost,2035.36,13,0.0916,4069
